headline,content,category,author,date
"'위드 코로나' 시대, 더 촘촘해진 이커머스 전략","SSG닷컴 오픈마켓 진출 ""상품력 강화"" 11번가, 코로나와 동떨어진 유료 멤버십 뜯어고쳐 확진자 발생 배송 마비 겪은 쿠팡, 방역 관련 5000억원 투자 코로나바이러스 감염증(코로나19) 사태로 비대면 온라인 쇼핑 시장이 폭발적으로 성장하면서 유통 업체들이 시장 공략을 위한 전략을 강화하고 있다. 코로나 사태 초창기인 2~3월에는 물량 증가에 따른 ...",조선비즈 > 산업 |,박용선 |,2020.10.22
"[특파원 리포트] 코로나 액셀과 브레이크
A34면",야당인 입헌민주당의 에다노 유키오 대표 표현을 빌리면 ‘자동차 브레이크와 액셀을 동시에 밟는 대응’이다.일본이 바이러스와 공존하는 ‘위드 코로나’ 사회로의 진입을 강력히 밀어붙이는 건 궁극적으로 내년 올림픽 때문이라는 분석이 설득력이 있다. 일본은 두 번째 도쿄올림픽을 제2의 부흥 계기로 삼고자 했으나 대회가 코로나 때문에 1년 연기돼 막대한 피해를 보게 됐다.,오피니언 > 특파원 칼럼 |,도쿄=이태동 특파원 |,2020.10.21
신동빈 회장 지난 주말 귀국…11월 대대적 인사로 '뉴 롯데' 준비,"특히 신 회장이 최근 들어 코로나19 불황 속 혁신과 쇄신을 꾸준히 강조하고 있는 만큼 인사 폭이 클 것으로 예상된다.신 회장은 지난 7월 롯데그룹 하반기 사장단 회의 ‘VCM(Value Creation Meeting)’에서 ""코로나와 함께 하는 ‘위드 코로나(With Corona)’가 내년 말까지는 계속될 것""이라며 완전히 새로운 시장의 법칙과 게임의 룰이 자리잡을 것이고 이에 따른 준비를 강조했다.",조선비즈 > 산업 |,박용선 |,2020.10.20
"“코로나19 방역, 초기 대응 프로세스 구축해 사업 연속성 확보해야""","김병호 ""재택근무와 유연근무제 확대는 물론, 최근 주목받는 거점 근무지 운영을 통해 선제적인 예방을 실시해 위드 코로나 시대에 대비할 방침이다. 근무지별 자체 방역을 체계화하고 방문자 관리도 엄격히 할 방침이다.""[코로나 모범방역 기업] ①사업장 비상사태로 인식되는 최초의 감염병 ‘코로나19’[코로나 모범방역 기업] ②",조선비즈 > 산업 |,김문관 |,2020.10.20
[스피킹이 강해지는 영어] the corona blues,,사회 > 신문은 선생님 |,|,2020.10.16
"""코로나19 음성!""..조수미, 2G폰 쓰는 세계 최고 프리마돈나 [★SHOT!]","[OSEN=박소영 기자] 성악가 조수미가 코로나19 음성 판정을 받았다.15일 오후, 조수미는 본인의 SNS에 “I tested NEGATIVE for # corona 굳모닝! 코로나검사 결과 '음성' 나왔어용#SumiJo #Seoul #coronatest #Negative #다행 #ㅎㅎㅎ”이라는 메시지를 남겼다.함께 올린 사진에는 “종로구 보건소입니다. 10/14 코로나19 검사",연예 > 연예 포토 |,OSEN |,2020.10.15
코호트 격리·풀링검사·트윈데믹… 코로나 관련 외래어 ‘범람’,"화한 ‘다듬은 말’은 112개에 이른다. 지난해 같은 기간 20여 개가 만들어진 것과 비교하면 6배 가량 늘어난 것이다. 코로나 장기화에 따라 코로나를 예방하며 일상생활을 해야하는 시기를 뜻하는 ‘위드 코로나(with corona) 시대’를 ‘코로나 일상’으로 바꾸는 식이다.이 밖에도 다양한 코로나 관련 용어가 우리말로 순화됐다. ‘언택트(Untact)’는 비대면으로, ‘코로나 블루(corona blue)’는 코로나 우울로, ‘엔데믹(endem",조선비즈 > 사회 |,김송이 |,2020.10.09
"대진대학교, ‘위드 코로나’ 시대에 발맞춘 선진교수법 워크숍 잇달아 개최","첫째 날인 6일(화)에는「위드 코로나시대 온라인 비대면 PBL(문제중심학습)」이란 주제로 성균관대학교 양정호 교수를 초청하여 특강을 진행하였다. 화상강의 전용 프로그램인 웹엑스(Webex)와 줌(Zoom)을 통해 대면 수업에서 진행해오던 PBL, 플립러닝 등의 다양한 교육방법을 비대면 수업에 적용하여 활용해보는 시간을 갖는다.",라이프&러닝 > 라이프&러닝 |,|,2020.10.06
"EU, Germany Discuss Future Relations with Britain","on Jan. 31, 2019. Standing alongside Michel Barnier, Heiko Maas told reporters at a news conference in Berlin that the coronavirus pandemic has made the process to reach a post-Brexit trade deal even more urgent. ""The stakes may be even higher no",영문조선 > World |,VOA News |,2020.10.06
“우린 연봉 동결인데 경영진은 보너스?” 얇아진 지갑에 뿔난 직원들,"코로나19 사태로 포스트 코로나, 위드 코로나 전략을 짜기 위해 상당한 심력을 소모하고 있다는 설명이다.한 재계 관계자는 ""오너들은 국내외 불확실성에 위기를 극복해야 한다는 절박함을 가지고 있다""며 ""각각의 기업 사정이 다른만큼 연봉 인상률을 일률적으로 평가하기는 어렵다""고 했다.",조선비즈 > 산업 |,안소영 |,2020.10.03
India Tops 6 Million COVID-19 Cases,India's tally of coronavirus cases topped six million on Monday as the country -- currently the second worst hit -- continued to have the highest,영문조선 > World |,VOA News |,2020.09.29
"인포그래픽으로 새롭게 바라보는 관광통계, '관광을, 通하다!'","이번 공모전에서 인포그래픽 데이터의 논리적인 분석 과정 및 주제의 차별성, 분석 결과의 타당성 및 신뢰성, 그리고 인포그래픽 디자인 등을 중점적으로 평가할 계획이다.심사를 거쳐 선정된 총 5건의 작품은 11월 5일(목) 발표 예정이며, 수상자에게는 한국문화관광연구원장상과 총상금 450만 원이 수여될 예정이다.한국문화관광연구원 김대관 원장은 ""관광지식정보시스템은 수요자 중심의 관광분야 통계 정보 제공을 위해 대국민 참여 공모전을 기획했으며, 위드 코로나",문화·라이프 > 여행 |,스포츠조선=김형우 기자 |,2020.09.22
"광운학원, AI융복합인재 양성 본격화... 오산시·iMBC·안전경영연과 협약",또한 광운학원은 오산시가 지난 10년간 추진해온 공교육 및 평생교육 혁신을 통해 얻어진 노하우와 최첨단 ICT를 기반으로 한 스마트시티통합운영센터의 인적·물적 인프라를 광운학원 산하 초·중·고·대학교와 공유해 더욱 심화된 발전 방안을 모색할 계획이다.광운학원 조선영 이사장은 “위드 코로나 및 4차 산업혁명 시대에서는 무엇보다 중요한 것이 미래를 이끌어나갈 인재 육성”이라며 “이번 협약을 계기로 광운학원은 산하 기관이 가진 첨단 AI·로봇 교육 관련,일반 |,디지털팀 |,2020.09.22
"광운학원, AI융복합인재 양성 본격화... 오산시·iMBC·안전경영연과 협약","광운학원 조선영 이사장은 “위드 코로나 및 4차 산업혁명 시대에서는 무엇보다 중요한 것이 미래를 이끌어나갈 인재 육성”이라며 “이번 협약을 계기로 광운학원은 산하 기관이 가진 첨단 AI·로봇 교육 관련 인프라를 적극 활용해 오산시, iMBC, 한국안전경영연구원과 미래 인재 양성의 기반을 구축해나갈 것”이라고 말했다.",라이프&러닝 > 라이프&러닝 |,|,2020.09.22
"[공식] '죽인밤' 韓영화 최초 라이브 컨퍼런스 시도, 코로나 시대 언택트 행사 모색","[스포츠조선 조지영 기자] 코미디 스릴러 영화 '죽지않는 인간들의 밤'(신정원 감독, 브라더픽쳐스·TCO더콘텐츠온 제작)이 한국 영화 최초 라이브 컨퍼런스로 기자간담회를 진행한다.위드 코로나 시대를 맞아 문화예술계에서는 언택트 행사에 대한 다양한 방법을 모색하고 있다. 코로나19로 모든 예술산업계가 정지되다시피 한 상황에서 변화에 맞춰 새로운 뉴노멀을 창조하기 위해 활로를 찾고 있는 것.'",연예 > 연예 포토 |,스포츠조선=조지영 기자 |,2020.09.21
"코로나 8개월… 당신의 감정은 어떠신가요?
A29면",코로나로 인한 건강 악화뿐 아니라 실직·폐업 등으로 인한 심리적 고통에 빠지면서 코로나 블루(Corona Blue·우울증)에 이어 코로나 레드(Red·화병)를 호소하는 사람이 급증하고 있다는 게 전문가 진단이다.김상욱 대한정신건강의학과 의사회 부회장은 “코로나 사태는 감염병 차원뿐 아니라 정신 건강 의학적으로도 최고 수준의 참사”라며 “올해 상반기 우울증으로 병원에서 진료를 받은 사람은 59만5724명으로 작년 상반기보다 5.8% 증가했다”고 말했다,문화·라이프 > 건강 |,배준용 기자 |,2020.09.18
위드 코로나 시대…아이들 ‘마음방역’이 필요합니다,#중 1 김은지(가명)양은 코로나19 확진 판정으로 생활치료센터에 입원한 직후 매일 밤잠을 설쳤다. 자려고 눈을 감으면 ‘내가 왜 이런 병에 걸렸나’ 하는 생각에 분노와 원망이 치밀어올랐다. 격리생활로 분리불안을 겪는 김양에게 부모의 걱정도 고스란히 전해지면서 불안 증세는 깊어졌다. 결국 김양은 항우울제 약물치료와 비대면 심리치유 프로그램을 병행하고 나서야...,사회 > 신문은 선생님 |,오푸름 조선에듀 기자 |,2020.09.14
"정은경 “거리두기는 단체 줄넘기, 한 마음으로 넘겨야”","오는 12일 질병관리본부가 질병관리청으로 승격을 앞둔 가운데 초대 질병관리청장으로 임명된 정은경 질본 본부장이 11일 정례브리핑에서 “코로나와 동거하는 ‘위드 코로나(with corona)’ 시대에 우리는 단체 줄넘기를 하고 있다”고 말했다. 코로나 유행으로 인한 거리두기 동참을 단체 줄넘기에 비유한 것이다.정 본부장은 “단체 줄넘기를 생각해보면 함께 뛰는 동료를 믿고, 적당한 거리를 두면서도 자기 자",사회 |,배준용 기자 |,2020.09.11
"질병청 첫 수장 정은경 ""청 승격, 코로나 빨리 극복하라는 국민의 뜻""","앞으로 신종 감염병에 대한 위기대응을 조금 더 철저하고, 체계적으로 하라는 국민들의 뜻으로 받아들여 굉장히 무거운 마음으로 책임을 다 해야겠다는 각오를 갖는다""고 했다.정 본부장은 ""국민들께서 신뢰하고, 또 지지해준 그런 결과로 생각해 진심으로 감사 말씀을 드린다""며 ""그런 신회를 저버리지 않게끔 질병관리청이 코로나19 극복과 신종 감염병 대응에 최선을 다하도록 노력하겠다""고 했다.정 본부장은 ""지금 우리는 바이러스와 함께 살아가야 하는 ‘위드 코로나",조선비즈 > 사회 |,박진우 |,2020.09.09
Pandemic Turns Summer into European Tourism's Leanest Season,"ive, and we can offer the visitors something new, something inspiring without having all the logistical difficulties that corona(virus) brings,"" Nowakowski said. The question of whether there will be more lockdowns, nationwide restrictions or limits",영문조선 > World |,VOA News |,2020.09.07
“소비자의 삶의 질 향상 위해 세상에 없던 제품 계속 생산”,"미국, 중국, 러시아, 일본 등 해외 20여 국에 출시했고, 시장이 확대되자 경쟁사들도 뒤늦게 의류 관리기 시장에 뛰어들고 있는 상황이다.LG전자는 언택트(비대면)가 일반화되고 있는 위드 코로나(With Covid-19) 시대에 자택에서 손쉽게 수제 맥주를 즐길 수 있는 세계 최초 캡슐형 수제 맥주 제조기 ‘홈브루’를 출시하는 등 제품 혁신을 계속하고 있다.이 본부장은 “제품뿐 아니라 서비스 측면에서도 고객과 밀접한 관계를 유지하며 고객의 소리에",일반 |,조선일보 |,2020.09.07
"코로나, 이 모든 게 짓궂은 만우절 장난이면 좋으련만","(Before Christ)를 본떠 코로나19 이전의 세상, 즉 ‘비포 코로나(Before Corona)’란 신조어가 생겨났을 정도로 코로나 팬데믹은 전 세계인의 일상을 한순간에 뒤바꾼 역사적 기점으로 언급된다. 매일 마스크를 쓰지 않아도 됐던 이전의 평범한 일상으로 언제 돌아갈 수 있을지 가늠이 어려울 만큼 긴긴 코로나19 터널의 끝이 보이지 않는다. 이 모든 것이 거짓말이면 좋으련만.",아트뉴스 |,윤다함 기자 |,2020.09.04
"‘스카이워크’ 대신 ‘하늘 산책로’ 어때요
A18면",문화체육관광부와 국립국어원은 ‘위드 코로나 시대’를 대체할 쉬운 우리말로 ‘코로나 일상’을 선정했다. ‘위드 코로나 시대’는 코로나 바이러스 장기화에 따라 코로나를 예방하며 일상생활을 해야 하는 시기를 뜻한다. 또 ‘스카이워크(skywalk)’의 대체어로는 ‘하늘 산책로’를 선정했다. 스카이워크는 산이나 전망대 등에 설치해 공중을 걷는 듯한 느낌을 주는 구조물이다.,문화·라이프 > 문화 일반 |,허윤희 기자 |,2020.09.02
"펀드 직판 시스템에 13만명 가입… 언택트 펀드 수익률 21%
D07면","◇위드 코로나 시대 겨냥한 펀드 운용삼성운용이 코로나 시대에 맞춰 운용 중인 언택트 관련 펀드도 좋은 반응을 얻고 있다. '삼성 언택트코리아 펀드'는 언택트 라이프스타일, 언택트 인프라, 포스트 코로나 시대의 성장 등 언택트 관련 테마에 해당하는 종목을 다각적으로 분석해 관련 기업과 수혜 업종에 집중 투자한다. 인터넷과 미디어·엔터, 음식료, IT, 통신 서비스, 의료기기, 2차 전지 등이 해당된다.",스페셜 > 특집섹션 |,이경은 |,2020.08.31
"[백영옥의 말과 글] [164] 외로운 도시
A30면",석될지도 모르겠다. 카페테리아 속 뚝 떨어진 남자의 모습은 생활 백신을 잘 실천하고 있는 사람으로 말이다.어제 처음으로 마스크를 쓴 채 라디오에 출연했다. 마스크 쓴 디제이의 모습을 보며 이제 세상이 BC(Before corona)와 AC(After corona)로 나뉠 것이란 이야기가 더 실감 났다. 요즘 쉬지 않고 울리는 코로나 관련 문자를 보는 것만으로 그렇다.,오피니언 > 전문가칼럼 |,백영옥 소설가 |,2020.08.29
"[신문은 선생님] [숨어 있는 세계사] 소련이 쏜 세계 첫 인공위성… 하루 7번 미국 상공을 지나갔다
A29면",정찰 위성의 이름(코로나·CORONA)조차 외부에 알려지지 않을 정도로 극비 사항이었어요. 아이젠하워 대통령과 국가안보회의(NSC)는 스파이 위성을 통해 소련과 동유럽 국가들을 감시하고 미사일의 위치를 파악하려 했어요. 초기 우주 경쟁에서 소련은 미국을 한 발짝씩 앞서는 듯 보였습니다. 1961년 소련이 최초로 우주비행사 유리 가가린을 태운 우주선 '보스토크 1호'를 발사한 거예요.,신문은선생님 > 신문은선생님 |,윤서원 서울 단대부고 역사 교사 |,2020.08.26
"경기아트센터, 특별포럼 '위드 코로나 시대, 극장의 고민을 묻고 답하다'","흑사병, 스페인 독감 등 세계사적으로 희생을 남긴 전염병이 음악사, 음악가에 미친 영향을 살펴보며 역경에도 불구하고 예술과 인간의 삶은 발전해왔음을 말한다.두 번째 강연은 경기도 코로나19 긴급대책단 공동단장이자 경기도의료원 안성병원의 임승관 원장이 나서 의료 전문가의 입장에서 코로나 시국의 공연장과 방역에 대해 이야기한다.세 번째 강연은 정신건강의학과 전문의이자 신경 인류학자인 박한선 박사가 '위드 코로나 시대, 관객의 공포를 이해하다'를 주제로",문화·라이프 > 문화 일반 |,스포츠조선=김형중 기자 |,2020.08.25
"아이웨이웨이의 고발… 中 정부는 슬픔마저 통제했다
A18면","지난 1월부터 4월까지 코로나 사태로 인한 우한의 도시 폐쇄 상황을 촬영한 1시간 50분 분량 영상으로, 제목은 '대관식'이라는 뜻과 함께 'Corona'와 'Nation'을 합친 '코로나의 나라'로도 해석된다. 우한의 시민과 친척 등 14명을 동원해 임시 병동 의료진과 환자, 전반적인 방역 과정을 카메라로 담았다. 아이웨이웨이는 유럽에 거주하며 제작을 원격 지휘했다.영상은 방역 과정에서 드러난 중국 당국의 부조리와 잔혹함을 폭로한다.",문화·라이프 > 문화 일반 |,정상혁 |,2020.08.24
"삼육대, 코로나 여파에 ‘학위수여식 없는 졸업’","이어 “위드 코로나 시대에 중요한 자질은 개인의 우수성보다는 협업 능력, 신속하게 변하는 사회 패러다임에 적응하는 대응력과 유연성, 그리고 상대방의 아픔과 고통을 함께 할 수 있는 공감 능력”이라며 “졸업 후에도 이러한 자질을 계발하여 이 시대가 필요로 하는 인물로 창의적인 미래를 열어가길 바란다”고 축사했다.",라이프&러닝 > 라이프&러닝 |,|,2020.08.21
"플랜코리아, 8월 10일 유튜브 채널 “플랜TV” 공식 개국","플랜코리아 관계자는 ""깁미파이브""에서는 계속적으로 재미있는 도전을 통해 쉽고 재미있게 나눔에 참여할 수 있는 방법을 제안할 예정""이라고 전했다.플랜코리아는 5분간의 아주 특별한 미션을 수행하는 ‘깁미파이브’ 외에도 위드 코로나 시대에 아동 방문의 새로운 패러다임을 제시하는 ‘아동 방문 콘텐츠’, ’온라인 플리 마켓’ 등 언제 어디서든 쉽고 재미있게 나눔에 참여할 수 있는 콘텐츠들로 구성할 예정이며 차츰 콘텐츠를 하나씩 공개해 나갈 예정이다.이번",조선비즈 > 산업 |,콘텐츠부 |,2020.08.07
